Flow_ID,Proto,Min_Port,Max_Port,Duration_s,Total_Packets,Total_Bytes,Packets_AB,Packets_BA,Bytes_AB,Bytes_BA,Direction_Ratio,Packet_Rate_pps,Byte_Rate_Bps,Pkt_Len_Min,Pkt_Len_Max,Pkt_Len_Mean,Pkt_Len_Std,Pkt_Len_Skew,Pkt_Len_Kurtosis,IAT_Min,IAT_Max,IAT_Mean,IAT_Std,IAT_Skew,IAT_Kurtosis,Source_PCAP,Label
324760777993810,17,137,137,550.5281479358673,152,13984,152,0,13984,0,1.0,0.27609850753300075,25.401062693036067,92.0,92.0,92.0,0.0,,,9.5367431640625e-07,10.510814905166626,3.6458817744097174,4.425276079300917,0.8654000890471711,-1.2212529652030406,scp1.pcapng,0
7614181857028812,17,137,137,550.3557119369507,2190,201480,2190,0,201480,0,1.0,3.9792446094406824,366.09050406854277,92.0,92.0,92.0,0.0,,,3.0994415283203125e-06,3.742556095123291,0.2514187811498176,0.28372268123210675,3.6028233417218614,27.707725563635083,scp1.pcapng,0
5583908631290781,17,5355,60137,500.40499901771545,3,192,3,0,192,0,1.0,0.005995143945182277,0.3836892124916657,64.0,64.0,64.0,0.0,,0.0,0.4115738868713379,499.9934251308441,250.20249950885773,249.7909256219864,0.0,0.0,scp1.pcapng,0
9861904027914368,17,5353,5353,547.2717390060425,121,10527,121,0,10527,0,1.0,0.2210967447720958,19.235416795172334,87.0,87.0,87.0,0.0,,,1.0001320838928223,20.361721992492676,4.560597825050354,4.29906856878248,1.338546408083117,1.8579381610948555,scp1.pcapng,0
1217104760266987,6,80,49549,4.057001113891602,10,2939,6,4,2237,702,0.6,2.464874847028989,724.4267175418199,66.0,1404.0,293.9,411.47550352359974,1.886671231267245,2.3811710905524004,2.002716064453125e-05,2.003962993621826,0.4507779015435113,0.7403975922073963,1.3524584029808437,-0.04701319694551209,scp1.pcapng,0
8753056178691177,17,137,137,549.66277384758,1294,119048,1294,0,119048,0,1.0,2.3541707053256307,216.58370488995803,92.0,92.0,92.0,0.0,,,1.9073486328125e-06,6.917366981506348,0.4251065536330858,0.572601937302185,5.387201270019085,42.63572716300696,scp1.pcapng,0
2905099953700210,17,123,10265,539.8736660480499,28,2520,28,0,2520,0,1.0,0.051863985522694375,4.667758697042494,90.0,90.0,90.0,0.0,,,19.994750022888184,19.99616503715515,19.99532096474259,0.000484306362950633,0.5405119910857807,-1.4766221548752625,scp1.pcapng,0
2562523848235942,17,137,137,549.8560009002686,196,18032,196,0,18032,0,1.0,0.3564569626940381,32.7940405678515,92.0,92.0,92.0,0.0,,,1.9073486328125e-05,8.238187074661255,2.819774363591121,3.10333641521507,0.8271278986588134,-1.285224935130989,scp1.pcapng,0
7006572441705966,17,137,137,548.2678880691528,188,17296,188,0,17296,0,1.0,0.34289806879276435,31.546622328934323,92.0,92.0,92.0,0.0,,,0.30763983726501465,7.510313987731934,2.931913839941994,3.1402985501590797,0.7503813654947531,-1.4258183493508068,scp1.pcapng,0
5584660826807967,17,137,137,547.5307681560516,318,29256,318,0,29256,0,1.0,0.5807892788764099,53.43261365662971,92.0,92.0,92.0,0.0,,,1.811981201171875e-05,4.50993800163269,1.727226397968617,1.6654809883346744,0.9952905480039114,-0.9257592635634588,scp1.pcapng,0
5933377828669320,17,17500,17500,542.4636240005493,38,6270,38,0,6270,0,1.0,0.070050780031587,11.558378705211856,165.0,165.0,165.0,0.0,,,0.0019249916076660156,30.148868083953857,14.661179027041873,15.060801515706284,0.054074019481147456,-1.997075716981166,scp1.pcapng,0
7312966925625173,17,17500,17500,542.4614322185516,19,3135,19,0,3135,0,1.0,0.035025531533724064,5.779212703064471,165.0,165.0,165.0,0.0,,,30.11871600151062,30.150775909423828,30.13674623436398,0.005744366260694122,-0.8821810926227012,4.403898858469623,scp1.pcapng,0
7245104222172241,17,137,137,530.8811981678009,33,3036,33,0,3036,0,1.0,0.062160800031892186,5.718793602934081,92.0,92.0,92.0,0.0,,,0.0907289981842041,146.19224095344543,16.59003744274378,35.61969460296359,2.6523314655908585,6.270628311596232,scp1.pcapng,0
2782633196144535,17,137,137,549.5983839035034,1396,128432,1396,0,128432,0,1.0,2.540036581048435,233.68336545645602,92.0,92.0,92.0,0.0,,,9.5367431640625e-07,4.506185054779053,0.3939773361315437,0.5403958803025487,4.08083602545227,23.187345721276486,scp1.pcapng,0
8363615242342114,17,5355,54355,43.20434904098511,4,256,4,0,256,0,1.0,0.09258327202674584,5.9253294097117335,64.0,64.0,64.0,0.0,,,0.4104921817779541,42.37152981758118,14.40144968032837,19.777833925537866,0.7071065912908865,0.0,scp1.pcapng,0
1390842211693876,17,5353,5353,547.0789480209351,152,17186,152,0,17186,0,1.0,0.2778392415753922,31.41411319549138,80.0,627.0,113.0657894736842,85.4338518396906,4.99165919431048,25.50791225990199,0.10437488555908203,19.723508834838867,3.6230393908671195,3.5086730672988433,1.4609435039081504,2.2328075282859707,scp1.pcapng,0
2822700942273999,17,5353,5353,536.6379930973053,12,2964,12,0,2964,0,1.0,0.022361443197004713,5.523276469660164,247.0,247.0,247.0,0.0,,,48.1867949962616,49.14861702919006,48.785272099755026,0.29614618111472363,-0.47053308581712455,-0.7942009190204486,scp1.pcapng,0
5328893753788728,17,5353,5353,536.6346659660339,13,3089,13,0,3089,0,1.0,0.02422504699095013,5.756243858080381,125.0,247.0,237.6153846153846,32.50926131129277,-3.1754264805429417,8.08333333333334,3.870865821838379,49.17057991027832,44.719555497169495,12.381179121055933,-2.961589194508468,6.884258290533413,scp1.pcapng,0
8839921332174398,17,137,137,548.4890520572662,936,86112,936,0,86112,0,1.0,1.7065062584007142,156.9985757728657,92.0,92.0,92.0,0.0,,,3.0994415283203125e-06,14.64284896850586,0.5866193070131189,1.1394090399547483,7.662548918666801,73.38351916091295,scp1.pcapng,0
9268767850246083,6,80,58726,548.3800151348114,162,37068,93,69,23562,13506,0.5740740740740741,0.2954155795779221,67.59546113453344,66.0,792.0,228.8148148148148,268.67894058495654,1.2787559014015517,0.010380384257645758,7.152557373046875e-06,10.031766176223755,3.406087050526779,4.481472963685989,0.704683352361571,-1.4312418476120126,scp1.pcapng,0
7320069915202708,17,5353,5353,479.44812512397766,6,1153,6,0,1153,0,1.0,0.012514388284339407,2.4048482819738894,176.0,273.0,192.16666666666666,36.14976563624659,1.788854381999833,1.2000000000000028,90.99413418769836,98.23293995857239,95.88962502479554,2.5324361718717547,-1.2500865539665489,-0.04344725937687377,scp1.pcapng,0
7359761051574548,17,5353,5353,479.41496896743774,6,1153,6,0,1153,0,1.0,0.012515253774663688,2.4050146003645385,176.0,273.0,192.16666666666666,36.14976563624659,1.788854381999833,1.2000000000000028,90.99374294281006,98.1677770614624,95.88299379348754,2.524693139331558,-1.264541067388708,-0.033542995522757746,scp1.pcapng,0
580616487887311,6,80,55653,548.3804340362549,255,213680,141,114,150320,63360,0.5529411764705883,0.4650056496784881,389.6564989148994,66.0,2742.0,837.9607843137255,1134.6779652115572,0.9345365245893719,-1.0408050315914192,2.86102294921875e-06,10.031564950942993,2.158978086756909,3.9267941801731068,1.4093546839790423,0.06809342820087894,scp1.pcapng,0
2437566520321165,17,5353,5353,479.4490988254547,7,1240,7,0,1240,0,1.0,0.014600090014035831,2.5863016596292043,85.0,275.0,177.14285714285714,50.811777519526686,0.16851912310364012,0.5101024218383365,8.547868967056274,98.23238897323608,79.90818313757579,32.13266142278272,-1.7352991989427295,1.1012300283291614,scp1.pcapng,0
3748215704048328,17,137,137,548.3364748954773,752,69184,752,0,69184,0,1.0,1.3714207141579349,126.17070570253001,92.0,92.0,92.0,0.0,,,9.5367431640625e-07,27.08547019958496,0.7301417774906489,1.7823797791250662,8.021272054183196,88.28204714045373,scp1.pcapng,0
535465719001300,6,80,39499,545.4566688537598,3324,3218018,1594,1730,1205448,2012570,0.4795427196149218,6.09397627676853,5899.67669982374,66.0,8094.0,968.1161251504212,1024.0805067125082,0.9163310626630323,0.7650985545121176,0.0,10.03058409690857,0.16414585279980734,1.0992138103658886,7.804668937151361,62.01640669006984,scp1.pcapng,0
4589392698069775,6,80,49550,0.1585230827331543,8,2824,4,4,2122,702,0.5,50.46583665967808,17814.440340866364,66.0,1916.0,353.0,607.101309502788,2.057606873340211,2.5281374285250324,4.291534423828125e-05,0.05266618728637695,0.0226461546761649,0.025478501090857173,0.2892304205534508,-1.913332970910065,scp1.pcapng,0
2041963699457739,6,80,49551,0.19827008247375488,8,2896,4,4,2109,787,0.5,40.34900223062632,14606.338807486727,66.0,1903.0,362.0,606.1140569232824,1.975099237456522,2.2661103483215292,3.790855407714844e-05,0.09080910682678223,0.0283242974962507,0.034057548652655575,0.6767135341966788,-1.0613308255813274,scp1.pcapng,0
