Flow_ID,Proto,Min_Port,Max_Port,Duration_s,Total_Packets,Total_Bytes,Packets_AB,Packets_BA,Bytes_AB,Bytes_BA,Direction_Ratio,Packet_Rate_pps,Byte_Rate_Bps,Pkt_Len_Min,Pkt_Len_Max,Pkt_Len_Mean,Pkt_Len_Std,Pkt_Len_Skew,Pkt_Len_Kurtosis,IAT_Min,IAT_Max,IAT_Mean,IAT_Std,IAT_Skew,IAT_Kurtosis,Label,Source_PCAP
2928701250074712,6,443,56687,0.1339108943939209,2,132,1,1,66,66,0.5,14.935304622166672,985.7301050630005,66.0,66.0,66.0,0.0,0.0,0.0,0.1339108943939209,0.1339108943939209,0.1339108943939209,0.0,0.0,0.0,1,spotify1.pcap
2775162877512472,6,443,56691,0.14125990867614746,2,132,1,1,66,66,0.5,14.158298831873104,934.4477229036249,66.0,66.0,66.0,0.0,0.0,0.0,0.14125990867614746,0.14125990867614746,0.14125990867614746,0.0,0.0,0.0,1,spotify1.pcap
525204549680174,6,443,56690,0.1342029571533203,2,132,1,1,66,66,0.5,14.902801267747758,983.584883671352,66.0,66.0,66.0,0.0,0.0,0.0,0.1342029571533203,0.1342029571533203,0.1342029571533203,0.0,0.0,0.0,1,spotify1.pcap
9793432001131218,17,57621,57621,0.0,1,86,1,0,86,0,1.0,0.0,0.0,86.0,86.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,spotify1.pcap
2687667094618667,6,443,36085,0.025638818740844727,2,132,1,1,66,66,0.5,78.00671396821559,5148.443121902229,66.0,66.0,66.0,0.0,0.0,0.0,0.025638818740844727,0.025638818740844727,0.025638818740844727,0.0,0.0,0.0,1,spotify1.pcap
9589408543013146,6,443,37414,0.1087808609008789,2,114,1,1,54,60,0.5,18.38558716521282,1047.9784684171307,54.0,60.0,57.0,3.0,0.0,0.0,0.1087808609008789,0.1087808609008789,0.1087808609008789,0.0,0.0,0.0,1,spotify1.pcap
8028095537322232,17,53,58607,0.1072089672088623,2,437,1,1,81,356,0.5,18.655155926496718,4076.151569939533,81.0,356.0,218.5,137.5,0.0,0.0,0.1072089672088623,0.1072089672088623,0.1072089672088623,0.0,0.0,0.0,1,spotify1.pcap
718119122223228,17,53,58607,0.15588998794555664,2,437,1,1,81,356,0.5,12.829560296704138,2803.258924829854,81.0,356.0,218.5,137.5,0.0,0.0,0.15588998794555664,0.15588998794555664,0.15588998794555664,0.0,0.0,0.0,1,spotify1.pcap
5397818199681471,17,53,58607,0.1541130542755127,2,437,1,1,81,356,0.5,12.977485972243064,2835.5806849351097,81.0,356.0,218.5,137.5,0.0,0.0,0.1541130542755127,0.1541130542755127,0.1541130542755127,0.0,0.0,0.0,1,spotify1.pcap
451264385179504,6,80,44067,0.14104509353637695,10,1357,5,5,505,852,0.5,70.89931134272955,9621.036549208398,66.0,580.0,135.7,156.08718717434817,2.26480518842305,3.6088629726724752,3.814697265625e-06,0.046298980712890625,0.01567167705959744,0.021293466381606067,0.6994205317147597,-1.4997123844124964,1,spotify1.pcap
7630382898800536,17,53,53259,0.060127973556518555,2,340,1,1,94,246,0.5,33.262388231328934,5654.605999325919,94.0,246.0,170.0,76.0,0.0,0.0,0.060127973556518555,0.060127973556518555,0.060127973556518555,0.0,0.0,0.0,1,spotify1.pcap
4678734942892553,6,443,52709,0.02553701400756836,2,132,1,1,66,66,0.5,78.31769209224161,5168.967678087947,66.0,66.0,66.0,0.0,0.0,0.0,0.02553701400756836,0.02553701400756836,0.02553701400756836,0.0,0.0,0.0,1,spotify1.pcap
9240253339861279,17,53,28767,0.19603395462036133,2,507,1,1,89,418,0.5,10.202314205583379,2586.2866511153866,89.0,418.0,253.5,164.5,0.0,0.0,0.19603395462036133,0.19603395462036133,0.19603395462036133,0.0,0.0,0.0,1,spotify1.pcap
4686101287332326,6,443,56870,0.038659095764160156,2,132,1,1,66,66,0.5,51.734267459358115,3414.4616523176355,66.0,66.0,66.0,0.0,0.0,0.0,0.038659095764160156,0.038659095764160156,0.038659095764160156,0.0,0.0,0.0,1,spotify1.pcap
1286897000057641,6,443,40499,0.05077409744262695,2,132,1,1,66,66,0.5,39.39016350334801,2599.750791220969,66.0,66.0,66.0,0.0,0.0,0.0,0.05077409744262695,0.05077409744262695,0.05077409744262695,0.0,0.0,0.0,1,spotify1.pcap
4845791448976851,17,53,37818,0.00044798851013183594,2,524,1,1,84,440,0.5,4464.400212879191,1169672.8557743481,84.0,440.0,262.0,178.0,0.0,0.0,0.00044798851013183594,0.00044798851013183594,0.00044798851013183594,0.0,0.0,0.0,1,spotify1.pcap
5779389046149773,6,80,50989,0.05196094512939453,7,965,4,3,590,375,0.5714285714285714,134.71656419197944,18571.640635037165,66.0,384.0,137.85714285714286,115.67741917125592,1.3101277255226893,0.08996945783120092,3.0040740966796875e-05,0.025974035263061523,0.008660157521565756,0.01206672126918905,0.7074171319131368,-1.498706897887153,1,spotify1.pcap
4370119315132629,17,53,46555,0.04526185989379883,2,504,1,1,88,416,0.5,44.187313660833745,11135.203042530104,88.0,416.0,252.0,164.0,0.0,0.0,0.04526185989379883,0.04526185989379883,0.04526185989379883,0.0,0.0,0.0,1,spotify1.pcap
4078977108554965,17,53,63178,0.024591922760009766,2,632,1,1,88,544,0.5,81.32751633606732,25699.495162197272,88.0,544.0,316.0,228.0,0.0,0.0,0.024591922760009766,0.024591922760009766,0.024591922760009766,0.0,0.0,0.0,1,spotify1.pcap
1115347275271457,17,53,15422,0.22076702117919922,2,535,1,1,82,453,0.5,9.05932412059216,2423.369202258403,82.0,453.0,267.5,185.5,0.0,0.0,0.22076702117919922,0.22076702117919922,0.22076702117919922,0.0,0.0,0.0,1,spotify1.pcap
6588901277943345,6,443,47591,0.17133402824401855,17,7944,9,8,1577,6367,0.5294117647058824,99.22138745134819,46365.57070079471,66.0,2296.0,467.29411764705884,627.8425022348015,1.708687543965954,1.9068409460661027,8.106231689453125e-06,0.06394219398498535,0.01070837676525116,0.016672272156214408,1.9879253384410047,3.6632089256128513,1,spotify1.pcap
7626915453735000,17,53,32852,0.0004839897155761719,2,507,1,1,89,418,0.5,4132.31921182266,1047542.9201970444,89.0,418.0,253.5,164.5,0.0,0.0,0.0004839897155761719,0.0004839897155761719,0.0004839897155761719,0.0,0.0,0.0,1,spotify1.pcap
1788233270764523,6,80,46678,0.05297398567199707,7,1247,4,3,707,540,0.5714285714285714,132.14033097948143,23539.856104487622,66.0,501.0,178.14285714285714,174.38744103815716,1.0258739424095569,-0.8377914352296179,3.814697265625e-06,0.026170015335083008,0.008828997611999512,0.012145729780739205,0.7052857707029023,-1.4994736585149728,1,spotify1.pcap
8263372821910908,17,53,2689,0.11137795448303223,2,505,1,1,88,417,0.5,17.95687494247067,4534.110922973844,88.0,417.0,252.5,164.5,0.0,0.0,0.11137795448303223,0.11137795448303223,0.11137795448303223,0.0,0.0,0.0,1,spotify1.pcap
7788173062612529,6,5228,60044,0.038073062896728516,2,132,1,1,66,66,0.5,52.53057799486505,3467.0181476610933,66.0,66.0,66.0,0.0,0.0,0.0,0.038073062896728516,0.038073062896728516,0.038073062896728516,0.0,0.0,0.0,1,spotify1.pcap
450262170515747,17,53,59375,0.0005278587341308594,2,401,1,1,85,316,0.5,3788.8925022583558,759672.9467028003,85.0,316.0,200.5,115.5,0.0,0.0,0.0005278587341308594,0.0005278587341308594,0.0005278587341308594,0.0,0.0,0.0,1,spotify1.pcap
7222042459985814,6,443,34045,0.25347399711608887,34,24709,16,18,2236,22473,0.47058823529411764,134.13604703770974,97481.39959572854,66.0,3777.0,726.7352941176471,801.634884940972,1.582467720686383,3.541443181429626,9.5367431640625e-07,0.051052093505859375,0.007681030215639056,0.01346302126741057,1.6197955256150238,1.5855111968489535,1,spotify1.pcap
1940475540745038,6,443,56180,0.15337896347045898,32,20507,15,17,1720,18787,0.46875,208.63356535958889,133701.51640090905,66.0,1404.0,640.84375,617.1099025586427,0.33847761273757704,-1.7788749308017417,3.0994415283203125e-06,0.037580013275146484,0.004947708499047064,0.010425491254492606,1.9543373905189558,2.2210221699714445,1,spotify1.pcap
3178824191023374,6,443,56181,0.1573340892791748,32,21067,15,17,1720,19347,0.46875,203.38885327781037,133899.78037511345,66.0,1404.0,658.34375,620.4303752927781,0.25767447093831397,-1.8330323420982118,3.0994415283203125e-06,0.03937101364135742,0.005075293202554026,0.010873814124156979,1.988618540458802,2.3697084831612223,1,spotify1.pcap
6921111888957003,17,53,32713,0.00043201446533203125,2,400,1,1,90,310,0.5,4629.474613686534,925894.9227373068,90.0,310.0,200.0,110.0,0.0,0.0,0.00043201446533203125,0.00043201446533203125,0.00043201446533203125,0.0,0.0,0.0,1,spotify1.pcap
9898096820820195,6,443,33265,3.7868590354919434,23,12040,13,10,5323,6717,0.5652173913043478,6.0736351114300495,3179.41594528773,66.0,1404.0,523.4782608695652,536.4898693938151,0.6370919786469909,-1.294606167717102,7.152557373046875e-06,3.5206470489501953,0.1721299561587247,0.7308847002706529,4.360853796424943,17.02818791567833,1,spotify1.pcap
7193167813681323,6,443,33266,0.16226601600646973,14,4835,8,6,3125,1710,0.5714285714285714,86.2780780877852,29796.750539602963,66.0,1404.0,345.35714285714283,435.0312972555385,1.4804451606185192,0.7374791844416779,8.106231689453125e-06,0.04039597511291504,0.012482001231266903,0.01516752266866582,0.6767927069321641,-1.234210939882105,1,spotify1.pcap
