Flow_ID,Proto,Min_Port,Max_Port,Duration_s,Total_Packets,Total_Bytes,Packets_AB,Packets_BA,Bytes_AB,Bytes_BA,Direction_Ratio,Packet_Rate_pps,Byte_Rate_Bps,Pkt_Len_Min,Pkt_Len_Max,Pkt_Len_Mean,Pkt_Len_Std,Pkt_Len_Skew,Pkt_Len_Kurtosis,IAT_Min,IAT_Max,IAT_Mean,IAT_Std,IAT_Skew,IAT_Kurtosis,Label,Source_PCAP
2928701250074712,6,443,56687,0.1339108943939209,2,132,1,1,66,66,0.5,14.935304622166672,985.7301050630005,66.0,66.0,66.0,0.0,0.0,0.0,0.1339108943939209,0.1339108943939209,0.1339108943939209,0.0,0.0,0.0,1,spotify1.pcap
2775162877512472,6,443,56691,0.14125990867614746,2,132,1,1,66,66,0.5,14.158298831873104,934.4477229036249,66.0,66.0,66.0,0.0,0.0,0.0,0.14125990867614746,0.14125990867614746,0.14125990867614746,0.0,0.0,0.0,1,spotify1.pcap
525204549680174,6,443,56690,0.1342029571533203,2,132,1,1,66,66,0.5,14.902801267747758,983.584883671352,66.0,66.0,66.0,0.0,0.0,0.0,0.1342029571533203,0.1342029571533203,0.1342029571533203,0.0,0.0,0.0,1,spotify1.pcap
8028095537322232,17,53,58607,0.1072089672088623,2,437,1,1,81,356,0.5,18.655155926496718,4076.151569939533,81.0,356.0,218.5,137.5,0.0,0.0,0.1072089672088623,0.1072089672088623,0.1072089672088623,0.0,0.0,0.0,1,spotify1.pcap
718119122223228,17,53,58607,0.15588998794555664,2,437,1,1,81,356,0.5,12.829560296704138,2803.258924829854,81.0,356.0,218.5,137.5,0.0,0.0,0.15588998794555664,0.15588998794555664,0.15588998794555664,0.0,0.0,0.0,1,spotify1.pcap
5397818199681471,17,53,58607,0.1541130542755127,2,437,1,1,81,356,0.5,12.977485972243064,2835.5806849351097,81.0,356.0,218.5,137.5,0.0,0.0,0.1541130542755127,0.1541130542755127,0.1541130542755127,0.0,0.0,0.0,1,spotify1.pcap
451264385179504,6,80,44067,0.14104509353637695,10,1357,5,5,505,852,0.5,70.89931134272955,9621.036549208398,66.0,580.0,135.7,156.08718717434817,2.26480518842305,3.6088629726724752,3.814697265625e-06,0.046298980712890625,0.01567167705959744,0.021293466381606067,0.6994205317147597,-1.4997123844124964,1,spotify1.pcap
7630382898800536,17,53,53259,0.060127973556518555,2,340,1,1,94,246,0.5,33.262388231328934,5654.605999325919,94.0,246.0,170.0,76.0,0.0,0.0,0.060127973556518555,0.060127973556518555,0.060127973556518555,0.0,0.0,0.0,1,spotify1.pcap
9240253339861279,17,53,28767,0.19603395462036133,2,507,1,1,89,418,0.5,10.202314205583379,2586.2866511153866,89.0,418.0,253.5,164.5,0.0,0.0,0.19603395462036133,0.19603395462036133,0.19603395462036133,0.0,0.0,0.0,1,spotify1.pcap
4845791448976851,17,53,37818,0.00044798851013183594,2,524,1,1,84,440,0.5,4464.400212879191,1169672.8557743481,84.0,440.0,262.0,178.0,0.0,0.0,0.00044798851013183594,0.00044798851013183594,0.00044798851013183594,0.0,0.0,0.0,1,spotify1.pcap
4370119315132629,17,53,46555,0.04526185989379883,2,504,1,1,88,416,0.5,44.187313660833745,11135.203042530104,88.0,416.0,252.0,164.0,0.0,0.0,0.04526185989379883,0.04526185989379883,0.04526185989379883,0.0,0.0,0.0,1,spotify1.pcap
4078977108554965,17,53,63178,0.024591922760009766,2,632,1,1,88,544,0.5,81.32751633606732,25699.495162197272,88.0,544.0,316.0,228.0,0.0,0.0,0.024591922760009766,0.024591922760009766,0.024591922760009766,0.0,0.0,0.0,1,spotify1.pcap
1115347275271457,17,53,15422,0.22076702117919922,2,535,1,1,82,453,0.5,9.05932412059216,2423.369202258403,82.0,453.0,267.5,185.5,0.0,0.0,0.22076702117919922,0.22076702117919922,0.22076702117919922,0.0,0.0,0.0,1,spotify1.pcap
7626915453735000,17,53,32852,0.0004839897155761719,2,507,1,1,89,418,0.5,4132.31921182266,1047542.9201970444,89.0,418.0,253.5,164.5,0.0,0.0,0.0004839897155761719,0.0004839897155761719,0.0004839897155761719,0.0,0.0,0.0,1,spotify1.pcap
4196302229882156,6,80,53442,13.877602100372314,182,415495,89,93,6285,409210,0.489010989010989,13.114657610417957,29939.970680442908,66.0,8094.0,2282.9395604395604,2575.9018993836235,0.609554946490855,-1.2176270800895221,1.9073486328125e-06,10.000799179077148,0.07667183480868682,0.784600585821092,11.65056226298224,140.48921008559807,1,spotify1.pcap
8263372821910908,17,53,2689,0.11137795448303223,2,505,1,1,88,417,0.5,17.95687494247067,4534.110922973844,88.0,417.0,252.5,164.5,0.0,0.0,0.11137795448303223,0.11137795448303223,0.11137795448303223,0.0,0.0,0.0,1,spotify1.pcap
450262170515747,17,53,59375,0.0005278587341308594,2,401,1,1,85,316,0.5,3788.8925022583558,759672.9467028003,85.0,316.0,200.5,115.5,0.0,0.0,0.0005278587341308594,0.0005278587341308594,0.0005278587341308594,0.0,0.0,0.0,1,spotify1.pcap
6921111888957003,17,53,32713,0.00043201446533203125,2,400,1,1,90,310,0.5,4629.474613686534,925894.9227373068,90.0,310.0,200.0,110.0,0.0,0.0,0.00043201446533203125,0.00043201446533203125,0.00043201446533203125,0.0,0.0,0.0,1,spotify1.pcap
9120948628647894,6,80,53451,15.271440029144287,481,1145998,229,252,15998,1130000,0.4760914760914761,31.49670228099322,75041.90815096397,66.0,29502.0,2382.5322245322245,3330.2173084840356,3.320228299048021,19.45301369126992,0.0,10.00081205368042,0.03181550006071727,0.48567202064791043,18.890645074332966,373.34792491907336,1,spotify1.pcap
724281355347101,17,53,55354,0.10282206535339355,2,359,1,1,80,279,0.5,19.451077870553508,3491.4684777643547,80.0,279.0,179.5,99.5,0.0,0.0,0.10282206535339355,0.10282206535339355,0.10282206535339355,0.0,0.0,0.0,1,spotify1.pcap
9038024859399150,17,53,55354,0.10680818557739258,2,359,1,1,80,279,0.5,18.725156589714857,3361.1656078538167,80.0,279.0,179.5,99.5,0.0,0.0,0.10680818557739258,0.10680818557739258,0.10680818557739258,0.0,0.0,0.0,1,spotify1.pcap
5181086290896873,17,53,55354,0.10831594467163086,2,359,1,1,80,279,0.5,18.46450221214589,3314.3781470801873,80.0,279.0,179.5,99.5,0.0,0.0,0.10831594467163086,0.10831594467163086,0.10831594467163086,0.0,0.0,0.0,1,spotify1.pcap
4238460420579156,17,53,37789,0.18383407592773438,2,625,1,1,80,545,0.5,10.879375817061277,3399.804942831649,80.0,545.0,312.5,232.5,0.0,0.0,0.18383407592773438,0.18383407592773438,0.18383407592773438,0.0,0.0,0.0,1,spotify1.pcap
2610717932647309,6,443,60370,21.067532062530518,8,553,4,4,264,289,0.5,0.37973123649486845,26.248921722707784,60.0,97.0,69.125,10.717246614686069,2.1036561718408064,2.7916476650964954,4.0531158447265625e-06,14.835275888442993,3.0096474375043596,5.260211780040745,1.5217939607377142,0.7393297316662966,1,spotify1.pcap
5049878682111126,6,443,36376,31.065491914749146,8,559,4,4,264,295,0.5,0.2575204674676918,17.994242664304963,66.0,97.0,69.875,10.252286330375288,2.2677868380553634,3.1428571428571432,2.1457672119140625e-06,29.834343910217285,4.437927416392735,10.374416726750523,2.0360610682597993,2.1550820109193696,1,spotify1.pcap
8939379347353412,6,443,34875,20.937851905822754,8,565,4,4,264,301,0.5,0.38208313039864533,26.984621084404328,66.0,103.0,70.625,12.236599813673731,2.2677868380553634,3.1428571428571432,1.0013580322265625e-05,14.95806097984314,2.991121700831822,5.1654381275820676,1.6675112716594649,1.183977244286285,1,spotify1.pcap
7908332046582537,6,443,42951,20.96124505996704,8,565,4,4,264,301,0.5,0.381656718248996,26.95450572633534,66.0,103.0,70.625,12.236599813673731,2.2677868380553634,3.1428571428571432,7.891654968261719e-05,14.67366909980774,2.9944635799952914,5.053436149205289,1.6516359001233785,1.1481805491122188,1,spotify1.pcap
2600444331063439,6,443,58511,19.78526020050049,8,565,4,4,264,301,0.5,0.4043414096620085,28.55661205737935,66.0,103.0,70.625,12.236599813673731,2.2677868380553634,3.1428571428571432,8.20159912109375e-05,14.32927680015564,2.826465742928641,4.992605660217317,1.6409658869380301,1.0953984250832045,1,spotify1.pcap
5352229907831556,6,443,52830,19.98613214492798,8,604,3,5,198,406,0.375,0.4002775495522887,30.2209549911978,66.0,111.0,75.5,16.822603841260722,1.300543826351258,-0.1113768744771444,3.0994415283203125e-06,19.70811414718628,2.855161734989711,6.880455881056501,2.0409094630226563,2.165941847644558,1,spotify1.pcap
4961993013759675,6,80,41706,10.333393096923828,88,137564,44,44,3130,134434,0.5,8.51607977888666,13312.568167076868,66.0,21474.0,1563.2272727272727,3491.00995326591,3.8523560775671712,15.557789323894571,5.0067901611328125e-06,10.07894515991211,0.11877463329797504,1.0740809451760756,9.164527343430635,81.99639461551219,1,spotify1.pcap
1286897000057641,6,443,40499,50.02073693275452,9,647,4,5,264,383,0.4444444444444444,0.1799253779907155,12.934635506665881,66.0,119.0,71.88888888888889,16.656293067949786,2.4748737341529172,4.125000000000003,2.9802322387695312e-05,45.005290031433105,6.252592116594315,14.726850132184929,2.2214350756224905,3.0171062491284673,1,spotify1.pcap
4678734942892553,6,443,52709,59.78631401062012,8,591,3,5,198,393,0.375,0.133809888306192,9.885205498619934,66.0,129.0,73.875,20.83529157463365,2.267786838055363,3.1428571428571432,4.410743713378906e-05,45.03049612045288,8.540902001517159,15.73248780195583,1.6772633150665222,1.1990771316833246,1,spotify1.pcap
