Flow_ID,Duration_s,Total_Packets,Bytes_AB,Bytes_BA,Mean_Pkt_Len,STD_IAT,Kurtosis_IAT,Skewness_Pkt_Len,Direction_Ratio,Label,Source_PCAP
9793432001131218,0.0,1,86,0,86.0,0.0,0.0,0.0,1.0,1,spotify1.pcap
9120948628647894,5.245764970779419,478,15866,1129934,2397.071129707113,0.16905477778894312,454.7195276267887,3.314018771209271,0.47489539748953974,1,spotify1.pcap
2175150183685601,12.862520933151245,915,194783,1669566,2037.5398907103825,0.04902823838841364,169.4878786489231,3.9379581722901458,0.4907103825136612,1,spotify1.pcap
8939379347353412,0.058035850524902344,2,66,66,66.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
7908332046582537,14.752120018005371,4,132,169,75.25,6.898816936072227,0.0,1.1547005383792515,0.5,1,spotify1.pcap
2600444331063439,14.38636302947998,4,132,169,75.25,6.7414705623858975,0.0,1.1547005383792515,0.5,1,spotify1.pcap
2610717932647309,14.928059101104736,6,198,229,71.16666666666667,5.924870483146649,0.2499350891636456,1.7888543819998308,0.5,1,spotify1.pcap
5352229907831556,0.1387939453125,2,66,66,66.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
2175150183685601,13.46428894996643,47,4215,47362,1097.3829787234042,1.1435809063923434,27.61676618677345,2.9639306312735796,0.5319148936170213,1,spotify1.pcap
5049878682111126,0.05507302284240723,2,66,66,66.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
2687667094618667,0.025638818740844727,2,66,66,66.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
9589408543013146,0.1087808609008789,2,54,60,57.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
4678734942892553,0.02553701400756836,2,66,66,66.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
4686101287332326,0.038659095764160156,2,66,66,66.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
9793432001131218,0.0,1,86,0,86.0,0.0,0.0,0.0,1.0,1,spotify1.pcap
1286897000057641,0.05077409744262695,2,66,66,66.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
5779389046149773,0.05196094512939453,7,590,375,137.85714285714286,0.01206672126918905,-1.498706897887153,1.3101277255226893,0.5714285714285714,1,spotify1.pcap
6588901277943345,0.17133402824401855,17,1577,6367,467.29411764705884,0.016672272156214408,3.6632089256128513,1.708687543965954,0.5294117647058824,1,spotify1.pcap
1788233270764523,0.05297398567199707,7,707,540,178.14285714285714,0.012145729780739205,-1.4994736585149728,1.0258739424095569,0.5714285714285714,1,spotify1.pcap
7788173062612529,0.038073062896728516,2,66,66,66.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
1940475540745038,0.15337896347045898,32,1720,18787,640.84375,0.010425491254492606,2.2210221699714445,0.33847761273757704,0.46875,1,spotify1.pcap
3178824191023374,0.1573340892791748,32,1720,19347,658.34375,0.010873814124156979,2.3697084831612223,0.25767447093831397,0.46875,1,spotify1.pcap
7222042459985814,0.25347399711608887,34,2236,22473,726.7352941176471,0.01346302126741057,1.5855111968489535,1.582467720686383,0.47058823529411764,1,spotify1.pcap
9898096820820195,3.7868590354919434,23,5323,6717,523.4782608695652,0.7308847002706529,17.02818791567833,0.6370919786469909,0.5652173913043478,1,spotify1.pcap
7193167813681323,0.16226601600646973,14,3125,1710,345.35714285714283,0.01516752266866582,-1.234210939882105,1.4804451606185192,0.5714285714285714,1,spotify1.pcap
7281133552102133,0.025547027587890625,2,66,66,66.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
2871805606526594,0.024869918823242188,2,66,66,66.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
9754345452629865,0.024859905242919922,2,66,66,66.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
5150276922723482,0.025383949279785156,2,66,66,66.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
5687634107318496,0.03647303581237793,2,66,66,66.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
3424407341219645,6.4853479862213135,280,15903,456468,1687.0392857142858,0.27114634818991384,271.40202574584936,1.211303530229787,0.4392857142857143,1,spotify1.pcap
1419790835128414,0.025402069091796875,2,66,66,66.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
143327519949819,0.024853229522705078,2,66,66,66.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
2519634142980974,6.5055251121521,341,22887,621714,1890.3255131964809,0.2384470693333205,331.67054089578613,1.328603332949941,0.47214076246334313,1,spotify1.pcap
7602258851395455,6.514937877655029,247,14606,400347,1679.9716599190283,0.2893783419799,238.17202356170282,1.2528916999219306,0.44129554655870445,1,spotify1.pcap
4624648510799315,6.500241041183472,317,19438,576996,1881.4952681388013,0.2555725684079134,307.95157087172896,1.086307145012042,0.43217665615141954,1,spotify1.pcap
3589667977917991,6.488220930099487,233,14144,415623,1844.4935622317596,0.2997194583657947,224.85494831320025,1.860624999524087,0.43776824034334766,1,spotify1.pcap
1892956865225409,0.07152199745178223,2,66,66,66.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
7830154034177833,6.556823968887329,254,14870,413142,1685.0866141732283,0.28476325896199156,245.2377426691686,1.3061712924840476,0.4448818897637795,1,spotify1.pcap
1849269256934795,0.12279701232910156,2,66,66,66.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
3604000059344404,0.025476932525634766,2,66,66,66.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
9275351417618079,0.03836798667907715,2,66,66,66.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
8713534838533055,0.025007963180541992,2,66,66,66.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
1864286766621622,0.04766201972961426,2,66,66,66.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
6090159407501914,0.026826143264770508,2,66,66,66.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
860059523501943,0.031029939651489258,2,66,66,66.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
2175150183685601,0.14016008377075195,2,431,66,248.5,0.0,0.0,0.0,0.5,1,spotify1.pcap
1734287653055687,0.03759503364562988,2,66,66,66.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
4050614124047457,0.029165983200073242,2,66,66,66.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
5631373524879436,0.0381009578704834,2,66,66,66.0,0.0,0.0,0.0,0.5,1,spotify1.pcap
