Flow_ID,Duration_s,Total_Packets,Bytes_AB,Bytes_BA,Mean_Pkt_Len,STD_IAT,Kurtosis_IAT,Skewness_Pkt_Len,Direction_Ratio,Label,Source_File
5343976573973388,0.0011529922485351562,2,60,68,64.0,0.0,0.0,0.0,0.5,Skype,skype_audio1b.pcapng
9099801573170015,0.0012831687927246094,2,64,64,64.0,0.0,0.0,0.0,0.5,Skype,skype_audio1b.pcapng
3950619117092075,0.4820060729980469,7,283,216,71.28571428571429,0.08244112465818958,-1.7229531501675743,0.7245978287301773,0.5714285714285714,Skype,skype_audio1b.pcapng
7700510466394923,0.3395061492919922,5,252,204,91.2,0.07688947232037674,-1.220254555661507,0.3910259474967295,0.6,Skype,skype_audio1b.pcapng
6886487040808859,0.00011587142944335938,2,65,64,64.5,0.0,0.0,0.0,0.5,Skype,skype_audio1b.pcapng
1227698134731308,5.620609998703003,7,216,283,71.28571428571429,1.8686473293920136,1.1876351828306646,0.7245978287301773,0.42857142857142855,Skype,skype_audio1b.pcapng
2040658982647126,0.3974170684814453,4,148,120,67.0,0.09364916720471113,0.0,1.1414827815093809,0.5,Skype,skype_audio1b.pcapng
7674622118449872,11.580957889556885,36,1880,2105,110.69444444444444,1.216274016888824,14.465061611066726,2.0140089281062203,0.4444444444444444,Skype,skype_audio1b.pcapng
5649407945745481,14.174611806869507,22,4576,5052,437.6363636363636,1.3540759015105004,8.195317691135687,-0.3725546645266367,0.5,Skype,skype_audio1b.pcapng
9099801573170015,0.00010514259338378906,2,64,64,64.0,0.0,0.0,0.0,0.5,Skype,skype_audio1b.pcapng
7489174547296225,0.13509297370910645,21,1796,3324,243.8095238095238,0.010081060906406817,-0.8154310880666151,2.158200049514628,0.5714285714285714,Skype,skype_audio1b.pcapng
9201365872656682,0.07659506797790527,12,1111,691,150.16666666666666,0.010677265744275403,-0.9433385990363203,1.5359649802085664,0.5833333333333334,Skype,skype_audio1b.pcapng
9116091143242280,0.37384510040283203,16,1445,4497,371.375,0.03900557215448594,-0.8978924880891519,1.3639508872313388,0.625,Skype,skype_audio1b.pcapng
9968273510885261,0.05352592468261719,2,71,328,199.5,0.0,0.0,0.0,0.5,Skype,skype_audio1b.pcapng
5649407945745481,0.08116793632507324,4,753,1334,521.75,0.03792954276857583,0.0,-1.0566601910706859,0.5,Skype,skype_audio1b.pcapng
956605446217838,0.052571773529052734,2,73,239,156.0,0.0,0.0,0.0,0.5,Skype,skype_audio1b.pcapng
6886487040808859,0.00010895729064941406,2,65,64,64.5,0.0,0.0,0.0,0.5,Skype,skype_audio1b.pcapng
707399955146459,0.08710598945617676,10,1076,5261,633.7,0.013669189937080183,-1.4248515613442279,0.21944461299053267,0.4,Skype,skype_audio1b.pcapng
9257530712494455,0.048536062240600586,2,77,302,189.5,0.0,0.0,0.0,0.5,Skype,skype_audio1b.pcapng
6320190430047479,0.051516056060791016,2,76,448,262.0,0.0,0.0,0.0,0.5,Skype,skype_audio1b.pcapng
7197517008712255,0.14796113967895508,49,1593,40941,868.0408163265306,0.007466904939496368,4.2394329315833765,-0.3911315107420773,0.32653061224489793,Skype,skype_audio1b.pcapng
6793809589249062,0.0,1,342,0,342.0,0.0,0.0,0.0,1.0,Skype,skype_audio1b.pcapng
8066539405107438,0.0,1,342,0,342.0,0.0,0.0,0.0,1.0,Skype,skype_audio1b.pcapng
5433662877317773,0.1535041332244873,2,86,465,275.5,0.0,0.0,0.0,0.5,Skype,skype_audio1b.pcapng
